OverallQual,GrLivArea,TotalBsmtSF,GarageArea,1stFlrSF,FullBath,TotRmsAbvGrd,YearRemodAdd,SalePrice,YearBuilt,CentralAir,Neighborhood,RoofMatl,HouseStyle,KitchenQual,SaleCondition,SaleType
5,1505,883,240,988,1,8,1982,145000,43,1,3,1,0,3,4,8
7,1922,0,672,495,3,7,2003,198500,104,1,7,1,6,2,4,3
6,987,483,264,483,1,5,2007,118000,73,1,2,1,5,2,4,8
6,1574,796,566,790,2,6,1976,190000,77,1,14,1,5,3,4,8
5,1344,672,468,672,1,6,1997,147000,24,1,9,1,5,3,4,8
6,1394,1394,514,1394,1,6,1963,159000,64,1,12,1,2,3,4,8
6,1431,1099,296,1431,1,6,1962,165000,63,1,12,5,7,3,4,8
5,1268,1268,244,1268,1,7,1954,132000,55,1,12,1,2,3,4,8
5,1287,1063,576,1287,1,7,2006,162000,60,1,12,1,2,2,4,8
6,1664,953,460,953,2,7,2000,172400,101,1,8,1,5,3,4,8
4,1588,0,680,1120,2,7,1959,134432,60,1,4,1,0,3,4,8
6,752,744,264,752,1,4,1984,125000,85,1,20,1,2,3,4,8
5,1319,608,270,1319,1,5,1953,123000,54,1,12,1,2,3,4,8
7,1928,847,434,847,2,8,2004,219500,104,1,5,1,5,2,4,8
1,904,683,0,904,0,4,1950,61000,26,0,7,1,2,1,4,8
5,914,870,576,914,1,5,1996,148000,97,1,5,1,6,3,4,8
8,2466,1580,610,1580,3,8,2005,340000,105,1,21,1,5,2,4,8
9,1856,1856,834,1856,1,8,2010,394432,111,1,22,1,2,0,5,6
6,1800,982,463,1007,2,7,2000,179000,101,1,8,1,5,3,4,8
5,1691,1026,308,1026,2,6,1950,127000,28,1,18,1,0,2,4,8
7,1301,1293,572,1301,2,5,2006,187750,107,1,21,1,2,2,5,6
7,1797,939,639,939,2,8,2006,213500,107,1,5,1,5,2,4,8
6,784,784,360,784,1,5,1950,76000,32,0,20,1,1,3,4,8
6,1953,1580,501,1079,2,9,1992,240000,93,1,4,1,5,2,4,8
8,1269,1256,430,1269,2,6,2005,192000,105,1,0,1,2,2,4,8
5,1184,658,0,658,1,8,1996,81000,14,1,7,1,0,3,1,8
6,1125,1041,352,1125,1,6,1976,125000,77,1,7,1,7,3,0,8
7,1479,1468,577,1479,2,6,2000,191000,100,1,5,1,2,2,4,8
10,2332,1682,846,1742,2,9,2008,426000,108,1,16,1,5,0,5,6
5,1367,861,384,961,1,7,1950,119000,9,1,7,1,0,3,4,8
6,1961,804,560,804,2,7,2002,215000,102,1,11,1,5,2,4,8
5,882,0,294,882,1,5,1959,106500,60,1,12,1,2,3,4,8
4,788,788,0,788,1,4,1950,100000,44,1,3,1,2,3,0,8
5,1034,735,240,735,1,5,1950,109000,43,1,17,1,0,3,4,8
5,1144,1144,596,1144,1,6,1956,129000,57,1,7,1,2,3,4,8
5,894,894,600,894,1,6,1972,123000,73,1,5,1,2,3,4,8
5,1812,864,264,876,2,8,1962,169500,63,1,12,1,5,3,4,8
5,1077,961,338,1077,1,6,1950,67000,24,1,9,1,2,3,0,8
7,1550,1092,438,1112,2,7,2007,241000,107,1,21,1,5,2,4,8
8,1288,1260,500,1288,1,4,1996,245500,97,1,24,1,2,0,4,8
7,1310,1310,400,1310,2,6,2005,164990,106,1,5,1,2,2,5,6
5,672,672,240,672,1,4,1997,108000,43,1,19,1,2,3,4,8
8,2263,1141,420,1165,2,10,1998,258000,99,1,15,1,5,2,0,8
6,1572,806,373,806,2,7,1996,168000,96,1,8,1,5,3,4,8
4,1620,1281,490,1620,2,8,1993,150000,77,1,19,1,2,3,4,8
6,1639,1064,240,1166,1,6,1950,115000,39,1,18,1,0,3,4,8
6,1680,840,308,840,2,8,1976,177000,19,1,6,1,5,3,4,8
7,2172,1063,947,1071,2,9,2006,280000,107,1,16,1,5,2,5,6
8,2078,1034,836,1050,2,8,2008,339750,108,1,21,1,5,0,5,6
5,1276,1276,350,1276,1,5,1958,60000,59,1,7,1,2,3,0,0
5,1056,1056,572,1056,1,5,1955,145000,56,0,8,1,2,3,4,8
7,1478,1470,484,1478,2,7,2009,222000,110,1,21,1,2,2,5,6
5,1028,1008,360,1028,1,5,1950,115000,31,1,17,1,2,3,4,8
7,2097,1080,678,1080,2,9,1993,228000,94,1,20,1,5,2,4,8
7,1340,1340,396,1340,2,6,2007,181134,108,1,8,1,2,2,5,6
6,1400,672,440,672,1,6,1978,149500,79,1,19,1,5,3,4,8
6,2624,1370,864,1370,2,10,1950,239000,22,0,6,1,5,3,4,8
5,1134,756,240,756,1,7,1950,126000,43,0,7,1,0,3,1,8
5,1056,1056,304,1056,1,6,1968,142000,69,1,12,1,2,3,4,8
7,1344,1344,784,1344,2,8,1998,206300,98,1,11,1,6,3,2,8
6,1602,1602,529,1602,2,8,2000,215000,78,1,14,1,2,2,4,8
5,988,988,520,988,1,4,1954,113000,55,1,11,1,2,3,4,8
8,2630,1470,696,1470,2,8,1998,315000,99,1,15,1,5,2,4,8
6,1196,1196,297,1196,1,6,1956,139000,57,1,12,1,2,3,4,8
7,1389,651,240,707,1,6,1992,135000,47,1,17,1,5,3,4,8
7,1644,1518,569,1644,2,5,1989,275000,90,1,20,1,7,2,4,8
4,907,907,352,907,1,5,1957,109008,58,1,12,1,2,3,4,8
7,1208,1208,628,1208,2,6,2007,195400,108,1,5,1,2,2,5,6
6,1412,1392,576,1412,2,6,1988,175000,89,1,23,1,2,2,4,8
6,987,483,264,483,1,4,1971,85400,72,1,2,1,5,3,0,0
6,1198,901,0,1088,1,7,1998,79900,24,1,17,1,0,3,0,3
5,1365,765,440,765,1,6,1971,122500,72,1,2,1,5,3,4,8
6,1604,926,470,926,2,7,1998,181000,98,1,8,1,5,3,4,8
4,630,630,0,630,1,3,1972,81000,73,1,10,1,6,3,4,8
7,1661,799,550,827,2,6,1996,212000,97,1,5,1,5,2,4,5
6,1118,648,440,734,1,6,1950,116000,24,1,17,1,0,3,4,8
6,904,884,180,904,1,4,2004,119000,30,1,3,1,1,3,4,8
5,694,440,352,694,1,4,2002,90350,17,0,6,1,2,2,4,8
6,1196,684,528,684,1,7,2000,110000,24,1,7,1,0,2,4,4
10,2402,3094,672,2402,2,10,2008,555000,109,1,16,1,2,0,4,8
4,1440,1440,0,1440,2,8,1955,118000,56,0,7,1,2,1,4,8
5,1573,1078,360,1128,2,8,1992,162900,34,1,3,1,0,3,4,8
7,1258,1258,648,1258,2,6,2007,172500,107,1,0,1,2,2,5,6
7,1908,915,493,933,2,8,1995,210000,95,1,5,1,5,2,4,8
6,1689,1436,480,1689,1,7,1956,127500,57,1,7,1,2,3,4,0
6,1888,1517,578,1888,2,6,2002,190000,67,1,12,1,2,2,4,8
7,1886,930,431,956,2,10,1999,199900,99,1,8,1,5,2,4,8
6,1376,780,198,780,2,7,1950,119500,40,1,9,1,0,3,4,8
3,1183,649,308,679,1,6,2002,120000,49,1,17,1,0,3,4,8
6,813,813,270,813,1,5,2005,110000,34,1,17,1,2,2,4,8
7,1533,1533,576,1533,2,5,1975,280000,76,1,4,7,2,2,4,8
6,1756,872,422,888,2,7,1997,204000,97,1,23,1,5,3,4,8
8,1590,768,676,786,2,6,2008,210000,109,1,21,1,5,2,4,8
5,1728,1728,560,1728,2,8,1976,188000,77,1,11,1,2,3,3,8
7,1242,1242,528,1242,1,6,1973,175500,74,1,14,1,2,3,4,8
5,1344,624,513,624,1,7,1950,98000,20,0,17,1,5,3,0,0
4,1663,1364,529,1663,1,6,1994,256000,55,1,4,5,2,2,4,8
8,1666,588,228,833,1,7,1996,161000,29,1,17,1,5,2,4,8
5,1203,709,352,979,1,5,1950,110000,51,1,3,1,0,2,4,8
8,1935,832,552,832,2,8,2009,263435,110,1,21,1,5,3,5,6
7,1135,560,576,575,1,6,2007,155000,39,1,18,1,5,2,4,8
5,864,864,360,864,1,5,1965,62383,66,1,19,1,2,3,4,8
6,1660,715,240,849,1,6,1995,188700,37,1,6,1,5,3,4,8
5,1040,1040,0,1040,2,5,1978,124000,79,1,5,1,2,3,4,8
7,1414,1375,398,1414,2,6,2004,178740,105,1,0,1,2,2,4,8
7,1277,1277,526,1277,1,5,1970,167000,71,1,12,5,2,3,4,8
5,1644,728,312,888,1,7,1995,146500,45,1,12,1,5,2,4,8
8,1634,1626,866,1634,2,7,2006,250000,107,1,16,1,2,2,4,8
6,1710,832,506,832,2,7,1993,187000,94,1,20,1,5,2,4,8
8,1502,1488,528,1502,1,4,1985,212000,86,1,22,1,2,2,4,8
7,1969,808,534,1161,2,8,1977,190000,78,1,14,6,5,3,4,8
6,1072,547,525,1072,1,5,2005,148000,106,1,7,1,7,3,4,8
8,1976,1976,908,1976,2,7,2007,440000,107,1,16,1,2,2,5,6
8,1652,1494,499,1652,2,6,2000,251000,101,1,22,1,2,0,4,8
5,970,970,624,970,1,5,1963,132500,64,1,19,1,2,3,4,8
6,1493,1478,508,1493,2,7,1998,208900,98,1,5,1,2,2,4,8
9,2643,2153,694,2069,2,9,2006,380000,107,1,16,1,5,0,4,8
8,1718,1705,826,1718,2,7,2008,297000,108,1,5,1,2,2,4,8
4,1131,907,672,1131,1,7,2000,89471,40,1,17,1,2,3,2,8
9,1850,1833,772,1850,2,8,2005,326000,105,1,16,1,2,2,4,8
9,1792,1792,874,1792,2,6,2004,374000,104,1,16,1,2,0,4,8
7,1826,910,164,916,1,7,2005,155000,19,1,17,1,5,0,4,8
6,1216,1216,402,1216,2,5,1998,164000,99,1,11,1,2,3,4,8
5,999,999,264,999,1,6,2001,132500,63,1,19,1,2,2,4,8
5,1113,1113,264,1113,1,5,2007,147000,51,1,12,1,2,2,4,8
5,1073,1073,515,1073,1,6,1965,156000,66,1,12,1,2,3,4,8
5,1484,1484,487,1484,2,7,1971,175000,72,1,14,1,2,3,4,8
5,2414,954,520,1766,2,10,1970,160000,9,0,17,1,0,3,4,3
4,630,630,286,630,1,3,2002,86000,71,1,10,1,6,2,4,8
5,1304,264,336,616,1,4,1976,115000,77,1,10,1,5,3,4,8
6,1578,806,240,958,1,5,1950,133000,44,1,12,1,0,1,4,8
6,1456,728,429,728,2,8,2006,172785,107,1,8,1,5,3,5,6
5,1269,1269,308,1269,1,6,1960,155000,61,1,12,1,2,3,4,8
5,886,190,273,886,1,4,1996,91300,41,1,17,1,2,3,4,8
4,720,720,0,720,1,4,1950,34900,24,0,9,1,2,3,0,8
8,3228,3200,546,3228,3,10,1993,430000,93,1,15,1,2,2,4,8
7,1820,1026,240,1133,2,8,1950,184000,29,1,3,1,0,3,4,8
5,899,864,288,899,1,5,2004,130000,68,1,19,1,2,2,4,8
5,912,912,297,912,1,5,1985,120000,59,1,12,1,2,3,4,8
6,1218,672,264,672,1,7,1973,113000,74,1,2,1,5,3,4,8
7,1768,866,603,866,2,7,2005,226700,106,1,21,1,5,2,4,8
5,1214,1214,461,1214,1,6,1965,140000,66,1,7,1,2,3,4,8
7,1801,1501,484,1801,2,6,1997,289000,60,1,6,1,2,3,4,8
6,1322,855,440,855,2,6,1974,147000,75,1,13,1,5,3,4,8
5,1960,960,400,960,2,10,1952,124500,53,1,17,1,5,3,4,0
8,1911,777,471,1065,2,8,1994,215000,94,1,20,1,5,2,4,8
6,1218,1218,676,1218,2,4,2009,208300,110,1,21,1,2,2,5,6
7,1378,689,360,689,2,7,2005,161000,32,1,17,1,5,2,4,8
5,1041,1041,270,1041,1,6,1959,124500,60,1,12,1,2,3,4,8
5,1363,1008,288,1363,1,6,2000,164900,52,1,12,1,2,3,4,8
7,1368,1368,474,1368,2,6,2006,202665,106,1,16,1,2,2,5,6
5,864,864,624,864,1,5,1958,129900,59,1,12,1,2,3,4,8
6,1080,1084,484,1080,1,5,1983,134000,84,1,11,1,2,3,4,8
5,789,768,200,789,1,5,1950,96500,30,0,6,1,1,3,4,8
10,2020,2006,900,2020,2,9,2009,402861,110,1,16,1,2,0,5,6
6,2119,689,583,1378,2,7,1972,158000,73,1,14,1,7,3,0,0
7,2344,1264,889,1277,2,7,1997,265000,97,1,15,1,5,2,4,8
6,1796,794,546,882,2,7,1998,211000,99,1,5,1,5,3,4,8
7,2080,1276,282,1276,1,9,2004,234000,30,1,6,1,5,2,4,8
4,1294,0,0,694,2,7,2000,106250,9,0,17,1,5,3,4,8
6,1244,1244,336,1244,1,6,1957,150000,58,1,12,1,2,3,4,8
6,1664,1004,420,1004,2,7,1950,159000,48,1,3,1,0,3,4,8
10,4676,3138,884,3138,3,11,2008,184750,108,1,7,1,5,0,5,6
7,2398,1379,834,1383,2,8,1997,315750,97,1,15,1,5,2,4,8
7,1266,1257,453,1266,2,6,2005,176000,106,1,21,1,2,2,4,8
5,928,928,252,928,1,4,2000,132000,57,1,12,1,2,3,4,8
9,2713,1452,858,1476,2,11,2008,446261,109,1,16,1,5,0,5,6
4,605,528,0,605,1,5,2002,86000,24,1,7,1,2,3,4,8
6,2515,2035,484,2515,3,9,1975,200624,58,1,6,1,2,3,2,8
6,1509,1461,600,1509,2,5,1989,175000,89,1,23,1,7,2,0,8
6,1362,611,502,751,2,6,1999,128000,24,1,3,1,5,3,4,8
5,827,0,392,827,1,5,2007,107500,56,1,12,1,2,3,4,8
1,334,0,0,334,1,2,1950,39300,47,0,3,1,2,1,4,8
8,1414,707,403,707,2,6,2004,178000,105,1,8,1,5,2,4,8
5,1347,1117,0,820,1,5,1991,107500,14,1,7,1,5,3,4,8
7,1724,880,527,880,2,8,1999,188000,99,1,5,1,5,2,4,8
4,864,864,576,864,1,5,1972,111250,73,1,12,1,2,3,4,0
5,1159,1051,336,1159,1,7,1968,158000,69,1,19,1,2,3,4,8
8,1601,1581,670,1601,2,6,2002,272000,102,1,5,1,2,2,4,8
9,1838,1838,765,1838,2,8,2006,315000,107,1,23,1,2,0,4,8
8,2285,969,648,997,2,8,2000,248000,101,1,15,1,5,2,4,8
7,1680,1650,583,1680,2,7,1999,213250,99,1,14,1,2,2,4,8
7,767,723,367,767,1,4,1998,133000,99,1,12,1,6,3,4,8
7,1496,654,426,664,2,7,2006,179665,107,1,8,1,5,2,5,6
7,2183,1204,786,1377,2,9,1988,229000,89,1,14,1,0,2,4,8
6,1635,1065,440,915,1,6,1950,210000,27,1,3,1,0,3,4,8
5,768,768,624,768,1,5,1970,129500,71,1,11,1,6,3,4,8
5,825,825,720,825,1,4,1995,125000,56,1,17,1,2,3,4,8
7,2094,912,615,912,2,8,2004,263000,104,1,21,1,5,2,4,8
6,1069,1069,440,1069,2,4,1977,140000,78,1,13,1,2,3,0,0
5,928,928,288,928,1,5,1957,112500,58,1,17,1,2,3,4,8
8,1717,1709,908,1717,2,7,2006,255500,107,1,16,1,2,2,4,8
4,1126,0,520,1126,2,5,2003,108000,50,1,7,1,2,2,4,8
7,2046,998,871,1006,2,8,2004,284000,104,1,16,1,5,2,4,8
5,1048,993,280,1048,1,5,1950,113000,26,1,3,1,1,3,4,8
5,1092,1092,299,1092,1,6,1957,141000,58,1,12,1,2,3,4,8
4,1336,637,570,897,1,7,1950,108000,24,1,9,1,0,3,4,0
7,1446,729,406,729,2,6,1997,175000,97,1,8,1,5,3,4,8
7,1557,1374,420,1557,2,7,2004,234000,104,1,0,1,2,2,4,8
5,1392,1392,528,1392,1,5,1996,121500,58,1,19,1,2,3,4,8
5,1389,1389,418,1389,1,6,1975,170000,75,1,11,1,2,3,4,8
5,996,996,0,996,1,6,1969,108000,43,1,7,1,2,3,4,8
6,1674,1163,396,1163,2,8,1950,185000,22,1,7,1,0,3,4,8
7,2295,1095,590,1166,2,9,2000,268000,93,1,15,1,5,2,4,8
6,1647,806,216,841,1,6,1950,128000,19,0,18,1,5,1,4,8
9,2504,1122,656,1134,2,11,2007,325000,106,1,22,1,5,0,4,8
7,1535,1517,532,1535,2,7,2004,214000,105,1,16,1,2,2,4,8
8,2132,1496,612,1496,1,5,2009,316600,84,1,20,1,0,2,4,8
5,943,943,600,943,1,4,1979,135960,80,1,12,1,6,3,4,8
5,1728,1728,576,1728,2,10,1965,142600,66,1,12,1,2,3,4,8
6,864,864,288,864,1,4,1959,120000,60,1,12,1,2,2,0,8
7,1692,846,650,846,2,6,2009,224500,110,1,23,1,5,2,5,6
7,1430,384,400,774,2,8,2000,170000,101,1,8,1,7,3,4,8
5,1109,372,288,576,1,5,2005,139000,72,1,12,1,7,3,4,8
5,1216,832,336,832,1,6,1950,118500,48,1,12,1,0,3,0,0
7,1477,861,216,877,2,6,1950,145000,32,1,18,1,0,3,4,8
5,1320,1164,564,1320,1,6,1966,164500,67,1,19,1,7,3,0,8
7,1392,689,540,703,2,5,2007,146000,108,1,21,1,5,2,0,8
5,1795,1050,352,1050,2,7,1954,131500,55,0,17,1,0,3,4,8
6,1429,1144,572,1429,1,7,1987,181900,61,1,12,1,2,2,4,8
8,2042,2042,1390,2042,2,8,2009,253293,109,1,16,1,2,0,5,6
6,816,816,0,816,1,5,1990,118500,91,1,7,1,6,3,4,8
10,2775,1237,880,1521,3,9,2000,325000,7,1,17,1,4,2,4,8
4,1573,884,240,989,1,6,1995,133000,38,1,3,1,0,2,4,8
8,2028,1868,880,2028,2,7,2006,369900,106,1,23,1,2,2,5,6
6,838,816,275,838,1,5,2000,130000,22,1,3,1,2,1,4,8
5,860,840,528,860,1,4,1982,137000,83,1,19,1,6,3,4,8
5,1473,1437,452,1473,1,5,2003,143000,69,1,4,5,2,0,5,8
5,935,742,308,779,1,4,1960,79500,34,1,3,1,2,3,4,8
7,1582,770,520,770,2,6,2004,185900,105,1,5,1,5,2,4,8
10,2296,1722,842,1728,2,10,2008,451950,109,1,16,1,5,0,4,4
5,816,816,816,816,1,4,2003,138000,83,1,11,1,2,3,4,8
6,848,848,420,848,1,4,2003,140000,104,1,5,1,2,2,4,8
5,924,924,280,924,1,5,1975,110000,76,1,5,1,2,3,4,8
8,1826,1814,758,1826,2,7,2006,319000,106,1,22,1,2,2,5,6
6,1368,684,216,684,1,7,1993,114504,14,0,17,1,5,3,4,8
7,1402,1258,648,1402,0,7,2007,194201,107,1,0,1,2,2,5,6
5,1647,1430,621,1647,2,7,1977,217500,78,1,6,1,2,2,4,8
6,1556,716,452,716,2,6,1980,151000,81,1,1,1,5,3,4,0
8,1904,1058,736,1058,2,8,2005,275000,106,1,16,1,5,0,4,8
6,1375,780,544,780,1,6,1950,141000,40,1,9,1,0,2,4,8
8,1915,908,506,927,2,8,1992,220000,93,1,20,1,5,2,0,8
7,1200,600,480,600,2,4,2005,151000,105,1,21,1,5,2,4,8
7,1494,1494,530,1494,2,6,2002,221000,103,1,5,1,2,2,4,8
7,1986,768,486,1186,2,7,1990,205000,66,1,12,1,5,3,4,8
5,1040,1040,576,1040,1,6,1996,152000,97,1,5,1,2,2,4,8
5,2008,896,230,1112,3,8,2002,225000,49,1,7,1,5,0,4,8
8,3194,965,380,1940,2,10,1998,359100,37,1,6,1,5,3,2,8
4,1029,1029,261,1029,1,5,1961,118500,62,1,19,1,2,3,4,8
9,2153,1440,736,1476,2,8,2000,313000,101,1,5,1,5,0,4,8
6,1032,1032,564,1032,2,6,1978,148000,79,1,14,1,7,3,4,8
8,1872,1299,531,1299,2,7,2001,261500,102,1,5,1,5,0,4,8
5,1120,1120,0,1120,1,6,2007,147000,108,1,11,1,2,3,5,6
4,630,630,0,630,1,3,1972,75500,73,1,10,1,6,3,4,8
6,1054,936,480,1054,1,6,1963,137500,64,1,12,1,6,2,0,8
6,1509,783,393,807,2,7,2003,183200,103,1,8,1,5,2,4,8
6,832,832,528,832,1,4,1954,105500,55,1,12,1,1,2,4,8
9,1828,1822,774,1828,2,9,2007,314813,108,1,16,1,2,2,5,6
8,2262,1482,749,1482,2,10,2003,305000,104,1,23,1,5,2,4,8
3,864,864,0,864,1,5,1950,67000,18,0,7,1,2,3,4,8
6,2614,1522,624,1548,2,9,1997,240000,75,1,14,1,5,3,4,8
5,980,980,484,980,1,6,1977,135000,78,1,19,1,2,3,4,8
6,1512,756,440,756,2,4,2000,168500,101,1,21,1,5,2,4,8
6,1790,732,484,1012,1,8,1972,165150,73,1,14,1,5,3,4,8
6,1116,1116,440,1116,1,5,1962,160000,63,1,12,1,2,3,4,8
5,1422,978,286,1422,1,6,1978,139900,61,1,12,1,2,3,4,8
6,1520,1156,364,1520,1,7,1972,153000,56,1,12,1,7,3,4,8
5,2080,1040,504,1040,1,9,1969,135000,70,1,12,1,5,1,3,8
6,1350,1248,520,1350,1,6,1964,168500,65,1,12,7,7,3,4,8
5,1750,636,240,1089,1,8,1991,124000,2,1,17,1,5,0,0,8
8,1554,1554,627,1554,2,6,2006,209500,107,1,16,1,2,2,4,8
7,1411,1386,544,1411,2,6,1977,82500,78,1,14,1,2,3,3,8
5,1056,1056,260,1056,1,6,2005,139400,55,1,12,1,2,3,4,8
6,1056,1056,576,1056,0,4,1980,144000,81,1,17,1,6,3,4,8
6,3395,1440,0,1440,2,14,1995,200000,18,1,18,1,3,1,0,8
2,800,264,0,800,1,4,1950,60000,39,0,3,1,2,1,4,5
5,1387,811,256,811,2,7,1954,93000,55,1,17,1,0,2,4,8
5,796,796,0,796,1,4,1950,85000,14,1,7,1,2,3,4,8
8,1567,1520,648,1567,2,7,2006,264561,107,1,0,1,2,0,5,6
8,1518,1518,588,1518,1,6,2004,274000,104,1,16,1,2,0,4,8
7,1929,1057,650,1057,2,7,2001,226000,102,1,21,1,5,2,4,8
8,2704,1952,538,2000,2,9,1995,345000,73,1,12,1,7,0,4,8
5,1620,780,462,780,2,7,1969,152000,70,1,14,1,5,3,4,8
9,1766,1766,478,1766,2,7,2009,370878,110,1,21,1,2,0,5,6
6,981,981,576,981,1,5,1971,143250,72,1,12,1,2,3,4,8
5,1048,0,420,1048,1,7,1950,98300,51,1,12,1,2,3,4,8
6,1094,1094,495,1094,1,5,1953,155000,54,1,7,1,2,3,4,8
6,1839,756,442,1051,1,7,1966,155000,67,1,12,1,5,3,4,8
4,630,630,0,630,1,3,1970,84500,71,1,10,1,6,3,4,8
7,1665,813,562,822,2,7,2007,205950,108,1,21,1,5,2,4,8
4,1510,755,296,755,1,7,1950,108000,43,1,7,1,5,3,4,8
7,1716,880,512,909,2,7,1996,191000,97,1,5,1,5,2,4,8
6,1469,756,216,756,1,7,1995,135000,12,1,9,1,0,3,4,8
8,2113,2109,839,2113,2,7,1995,350000,96,1,15,1,2,2,4,8
6,1092,525,264,525,1,6,1971,88000,72,1,2,1,5,3,3,8
5,1053,1053,312,1053,1,5,2006,145500,60,1,12,1,2,2,4,8
7,1502,776,270,851,1,6,2000,149000,35,1,6,1,5,3,4,8
6,1458,912,330,912,1,6,1950,97500,49,1,12,1,0,3,0,8
5,1486,1486,480,1486,1,7,1999,167000,65,1,7,1,2,3,4,8
7,1935,793,550,1142,2,7,1976,197900,77,1,14,1,5,3,4,8
8,2448,1629,711,1686,2,8,2005,402000,95,1,15,1,5,2,4,8
6,1392,1392,576,1392,1,5,1968,110000,69,1,12,1,2,3,4,8
4,1181,1138,588,1181,2,6,1972,137500,73,1,7,1,6,3,4,8
8,2097,2077,1134,2097,1,8,2006,423000,106,1,21,1,2,0,5,6
8,1936,1406,504,1454,2,7,2000,230500,101,1,8,1,5,2,4,8
6,2380,1021,596,1465,2,7,1979,129000,66,1,12,5,5,3,0,8
6,1679,1408,575,1679,2,7,1998,193500,95,1,20,1,2,2,4,8
5,1437,1188,576,1437,1,6,1987,168000,57,1,19,1,2,3,4,8
4,1180,700,252,1180,1,5,1950,137500,26,1,6,1,2,1,4,8
6,1476,738,540,738,2,7,2005,173500,106,1,5,1,5,2,4,8
6,1369,672,300,697,2,6,1950,103600,29,0,7,1,5,3,4,8
6,1208,1208,546,1208,1,6,1977,165000,78,1,24,1,2,3,4,8
6,1839,1477,416,1839,2,7,2004,257500,58,1,6,1,2,2,4,8
6,1136,1136,384,1136,1,5,1965,140000,66,1,12,1,2,3,4,8
6,1441,855,440,855,2,7,1978,148500,79,1,13,1,5,3,4,8
4,1774,1095,779,1095,2,8,1950,87000,9,0,17,1,5,3,4,8
5,792,768,240,792,1,5,2006,109500,28,1,17,1,2,2,4,8
8,2046,2046,834,2046,2,7,2008,372500,109,1,22,1,2,2,5,6
5,988,988,572,988,1,5,1961,128500,62,1,19,1,2,3,4,8
6,923,923,264,923,2,5,1980,143000,81,1,20,1,2,3,4,8
5,1520,793,281,848,1,6,2000,159434,36,1,18,1,0,3,0,8
6,1291,1291,431,1291,1,6,1997,173000,97,1,4,1,2,2,4,8
9,1668,1626,702,1668,2,7,2002,285000,103,1,5,1,2,2,4,8
7,1839,1195,486,1195,2,7,1998,221000,99,1,15,1,5,3,4,8
7,2090,1190,577,1190,2,6,1984,207500,85,1,22,1,5,2,4,8
7,1761,874,578,874,3,7,2007,227875,108,1,21,1,5,2,5,6
7,1102,551,480,551,2,4,2004,148800,105,1,21,1,5,2,4,8
8,1419,1419,567,1419,2,7,2007,392000,108,1,22,1,2,2,5,6
6,1362,1362,460,1362,2,6,2006,194700,106,1,16,1,2,2,4,8
6,848,848,420,848,1,3,2004,141000,105,1,5,1,2,2,4,8
10,4316,2444,832,2444,3,10,1995,755000,95,1,15,7,5,0,4,8
7,2519,1210,628,1238,2,9,1990,335000,90,1,23,1,5,2,4,8
5,1073,1073,326,1073,1,4,1968,108480,25,1,17,1,2,3,0,8
5,1539,927,576,1067,1,5,1950,141500,39,1,3,1,0,3,4,8
6,1137,1112,551,1137,2,5,1987,176000,88,1,23,1,2,2,4,8
5,616,616,205,616,1,4,1950,89000,25,1,3,1,2,3,4,8
5,1148,980,308,1148,1,6,1952,123500,53,1,7,1,2,3,4,8
5,894,894,336,894,1,5,2009,138500,66,1,19,1,2,3,4,8
7,1391,1391,530,1391,2,5,2004,196000,105,1,21,1,2,2,4,8
8,1800,1800,765,1800,2,7,2002,312500,103,1,23,1,2,2,4,8
7,1164,1164,528,1164,1,6,1969,140000,70,1,14,1,2,3,4,0
8,2576,1234,666,1264,2,10,2006,361919,107,1,22,1,5,0,5,6
5,1812,360,672,1032,2,8,1996,140000,9,1,17,1,5,2,4,8
7,1484,1473,606,1484,2,7,2005,213000,105,1,5,1,2,2,4,8
4,1092,0,0,372,2,7,1950,55000,34,0,9,1,5,1,4,8
7,1824,1643,739,1824,2,5,2002,302000,72,1,4,1,2,2,4,8
8,1324,1324,550,1324,2,6,2006,254000,107,1,16,1,2,2,4,8
7,1456,728,400,728,2,8,2007,179540,108,1,8,1,5,2,5,6
5,904,876,408,904,1,6,1966,109900,67,1,19,1,2,3,0,8
3,729,270,0,729,1,5,2003,52000,38,1,3,1,2,3,4,8
4,1178,859,384,859,1,7,1950,102776,9,1,9,1,0,3,0,8
8,1228,1228,472,1228,2,5,1989,189000,89,1,22,1,2,2,4,8
4,960,960,576,960,1,6,1970,129000,71,0,3,1,2,3,4,8
6,1479,725,475,725,2,6,2005,130500,77,1,19,1,5,2,4,8
6,1350,1064,478,1350,2,7,1974,165000,75,1,14,1,2,3,4,8
7,2554,718,704,1576,1,8,1998,159500,5,1,17,1,5,3,4,8
5,1178,1176,439,1178,1,5,2000,157000,74,1,14,1,2,2,4,8
7,2418,1311,983,1325,2,9,1994,341000,94,1,15,1,5,2,4,8
5,971,971,300,971,1,5,1969,128500,70,1,5,1,2,3,4,8
8,1742,1742,564,1742,2,5,1985,275000,86,1,22,1,2,2,4,8
6,848,848,420,848,1,3,2004,143000,105,1,5,1,2,2,4,8
4,864,864,463,864,1,5,1970,124500,71,1,12,1,2,3,4,8
4,1470,941,548,997,2,7,1972,135000,55,1,7,1,0,3,4,8
9,1698,1698,768,1698,2,8,2008,320000,108,1,7,1,2,0,4,8
4,864,864,660,864,1,5,1970,120500,71,1,12,1,2,2,4,8
6,1680,880,540,1680,2,5,2007,222000,89,1,6,1,2,2,4,8
